material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Composite,0.739795085,8.987649789,72.74076472,34.36640955,67.42230941,Lathe_B,Setting_2,0.228865296,None,None,0.320680502,0.906509726,0.37563647,10.20406159,0.672199204,0.063223715,5.83076868,Advanced,0.269384327,4.761283979,0.013658949,1.736220551,10.52163056,7.913107369,440.0293603,0.761749167,9.909830605,Expert,18.71493356,0.898308678,0.522267741,44.18064908,26.77808799,15647.30842,0.48167999,5.316940439,0.158799461,Wind,Night,0.061007284,10,0.227210564,0.728246721,1.297297731,0.988498072,62.52193323,2,1.617966251,3,32.99217551,0.603593067,0.09519299,579.8939794,165.9825722,9.879049622,5.191244179,Urban,High,0.448264414,8.955145349,29.40061001,0.491292116,19.12907612,87,Simple,10,16.04698333,906.4428411,0.091273648,Plastic,1.340134217,3.418809676,Medium,23.04516227,37,5.969651128,0.793513293,6.046804494,719.5607335,184.0216234,No,8.705871188,0.416151991,12.60854847,High,Electrical,142.9702986,Moderate,2.990046896,0.390543353,404.1999013,None,794.6646528
Plastic,0.83686619,12.24735112,88.2293462,31.56727654,40.67677487,CNC_1,Setting_3,0.405348042,None,Minor,0.711593396,0.958570575,1.290362123,3.704954448,0.531412598,0.082538927,3.94935631,Basic,0.183230942,3.439690245,0.022345991,0.357170744,28.61156457,7.212378341,366.2925861,0.737270378,5.552992256,Beginner,69.20403898,0.997763453,0.821771037,25.78589012,40.85245327,16098.87126,0.631955356,7.469876505,0.02362045,Wind,Night,0.074384588,24,0.253845679,0.683181164,19.63338426,0.99025731,64.03628642,1,0.717511923,1,91.54218456,1.79263709,0.096634465,375.367343,69.01975916,9.244108794,5.633871234,Urban,Low,0.955528456,3.676544352,26.58277661,0.163702924,47.87774519,74,Moderate,9,22.64750614,756.7388818,0.086875795,Cardboard,3.411683703,4.479565117,High,11.42571074,48,79.95044983,0.519570532,0.460678671,698.5677493,130.5713409,Partial,0.054449474,0.08746596,12.13854893,Low,Suspension,116.6301333,None,1.902826642,2.086279583,487.4640752,None,936.0991402
Aluminum,0.858730205,14.91974011,128.0837888,28.02161485,48.56656961,Milling_A,Setting_2,0.038137727,ISO_14001,Minor,0.503370988,0.885663286,0.716863661,7.413842382,0.557892892,0.01663732,4.934498754,Advanced,0.072421179,3.957263783,0.028799657,1.179524546,28.51687623,5.081514348,399.2738165,0.606620354,5.117799962,Beginner,35.88647709,0.82797212,0.901949438,37.05849456,14.95117815,309.0292937,0.932788848,1.835811472,0.155841048,Solar,Night,0.040130543,48,0.242648145,0.874668795,12.59009479,0.90013461,85.85792396,3,0.548015455,2,23.39959684,1.740048969,0.07886736,614.7331809,199.1939505,9.817448671,5.610225158,Suburban,Low,0.604386836,12.0189792,15.91693164,0.050000244,7.120431079,43,Simple,17,11.58416581,1014.840382,0.067638287,Plastic,1.807048134,4.300388272,Low,12.36367213,9,79.66673782,0.625238396,0.166075728,690.8102837,92.15801866,No,4.690635624,0.098196157,15.57903518,Moderate,Electrical,141.9048777,None,3.991975548,0.438453769,400.7783626,Moderate,1086.620086
Steel,0.83542874,14.61363169,102.6170059,24.41711951,66.91757561,Lathe_A,Setting_3,0.187805213,ISO_9001,Minor,0.711459866,0.938187513,0.978412543,6.690754302,0.827147791,0.015183432,5.058308653,Advanced,0.428725784,0.152240462,0.015241307,0.34642759,49.78308604,6.944145847,208.2772951,0.147469952,1.241874109,Intermediate,23.94554945,0.85963165,0.668013479,41.52089997,33.22220875,10425.04995,0.990831778,0.702087457,0.180216351,Solar,Night,0.037669759,29,0.191271273,0.869897726,3.388202126,0.923260696,96.19345425,2,0.195682383,2,56.81119807,1.482866604,0.051010767,988.7704591,53.07115535,1.374473839,6.91771547,Rural,Low,0.041436598,15.29973305,13.93071396,0.042494403,8.71909336,128,Simple,17,21.55752687,3213.743135,0.020858109,Cardboard,4.147130517,2.24264627,Medium,15.16395348,12,48.78610301,0.823448265,4.74317604,375.7990719,128.5944414,Partial,8.143704039,0.013899044,19.7584987,High,Brake Systems,174.0068223,None,1.321634719,4.864847755,505.9709709,None,900.9441868
Steel,0.779089921,5.502848792,69.71662259,25.38556343,51.7656026,Lathe_A,Setting_1,0.011393053,ISO_9001,Minor,0.194486062,0.983477921,0.893271356,5.200587217,0.830934298,0.089152382,8.791764014,Basic,0.303222952,3.021934309,0.019075435,0.828386103,21.68389435,6.990836162,256.7529431,0.494669003,6.04514226,Beginner,12.18249152,0.882355276,0.99581244,11.09100882,38.81569469,7391.017598,0.295337131,7.778824285,0.183001382,Grid Electricity,Night,0.038471407,23,0.039523486,0.913919767,13.01798338,0.941924335,58.07551083,3,0.797232799,3,91.61088747,0.75275546,0.084031842,728.4813949,186.0957506,7.853541111,6.787326025,Rural,High,0.438635713,14.77098276,21.09369627,0.55096866,11.28986956,91,Simple,8,17.46934055,4925.347619,0.098745775,Plastic,3.936269389,1.925613737,Medium,14.64638674,24,32.05310019,0.263768948,6.782438909,743.1686238,136.756851,Partial,7.603765292,0.272407502,16.30412167,Low,Brake Systems,73.97853873,Advanced,3.66407302,0.456559919,475.1045906,High,767.4264376
Composite,0.880165444,6.981592166,86.4190449,20.12583411,60.63127152,Lathe_B,Setting_2,0.024276225,ISO_9001,None,0.495174412,0.853796283,0.557303387,4.773235018,0.75969448,0.099376526,6.440554608,Basic,0.111767294,1.718727668,0.004063558,0.938892623,47.1021988,9.537335922,224.4838172,0.686776652,7.390677243,Expert,43.77260648,0.821857183,0.837736879,40.34039427,24.34638707,35668.3851,0.994351256,3.08436755,0.01422275,Solar,Night,0.099838823,31,0.075043978,0.816500164,15.6752949,0.978160636,63.73686265,2,0.074445294,2,25.02384933,1.02379192,0.099284955,287.5524064,119.0039996,7.329585015,6.809776088,Rural,Medium,0.656945569,8.365736938,31.77934093,0.526677536,13.44265326,186,Complex,19,24.81197627,1475.142061,0.092434335,None,0.202565834,4.465201479,Low,23.03794822,39,0.206874141,0.026095964,3.794829233,565.3805431,120.5941572,No,5.961382145,0.22443059,2.071124571,Low,Suspension,58.91124996,Advanced,3.095303349,0.418206144,340.1034983,High,738.935263
Aluminum,0.858745951,10.14637076,117.3564385,29.96054719,65.84084372,Lathe_B,Setting_1,0.02022341,ISO_9001,Minor,0.082426904,0.906112507,1.891100077,10.66485106,0.908904075,0.048393621,5.013004569,Advanced,0.346088831,1.688379635,0.010084824,0.859305052,47.61502317,15.09178364,71.84013691,0.667949595,0.055156395,Expert,9.856522727,0.817522662,0.522793971,44.77388904,41.86148637,24923.27354,0.400653526,3.094410627,0.166211284,Grid Electricity,Day,0.079908439,49,0.006908276,0.736400978,6.654893514,0.903421559,92.44547876,1,0.669757941,2,29.87943067,1.024578104,0.071686749,498.1135732,114.6288567,4.612784759,4.83601368,Urban,High,0.120313438,4.773709116,6.96131129,0.048753947,48.84882215,463,Complex,7,6.651517102,2805.176968,0.057003292,Cardboard,1.414556637,1.825295256,Low,27.20682994,71,24.35840372,0.431667175,6.993616314,294.6259442,191.6625002,No,11.33599283,0.379091934,16.47481077,Low,Chassis,77.2700945,Basic,2.117622207,4.191754268,778.8870131,High,871.3416051
Aluminum,0.842053145,11.51675874,102.8350261,27.27780464,46.3026354,CNC_1,Setting_3,0.08893476,ISO_14001,Major,0.097310446,0.893841499,1.824367137,4.170589577,0.728553708,0.022138188,0.294812545,None,0.151107756,0.50711834,0.022550266,0.863921942,33.30546563,5.732973071,155.0832519,0.310678095,3.1457585,Beginner,16.03709562,0.909454675,0.719636703,34.55096102,18.42645752,23025.68569,0.238485665,7.821944582,0.180776114,Grid Electricity,Day,0.073527381,13,0.23813354,0.688715478,3.098989999,0.922085436,68.38745901,2,0.964756768,3,53.77962124,1.607302975,0.0439636,939.3491561,121.4844465,6.609165251,5.357535294,Urban,Medium,0.625431268,12.36330556,7.927374461,0.668705977,12.40688495,251,Moderate,19,20.15071808,1055.978056,0.08831768,Plastic,0.84855034,0.802640881,Low,10.89393649,75,30.77681297,0.975418979,0.657330487,904.7646788,166.5895661,No,4.773601659,0.303386802,6.022042306,High,Chassis,112.0067952,None,3.090596213,3.6266661,316.6237264,High,826.8268839
Steel,0.7040146,14.02037016,92.39933085,30.79979883,46.84029527,Lathe_A,Setting_3,0.003862538,ISO_14001,None,0.800432814,0.896532576,1.693876527,11.41532735,0.933478538,0.090553539,3.674794049,Basic,0.674183171,0.641402343,0.017513948,0.166100357,36.16399235,11.27849044,355.7689659,0.59253327,7.702278693,Beginner,35.75528306,0.972342863,0.777714413,18.38522125,22.13658725,17652.09188,0.615704508,7.827481745,0.069919313,Wind,Evening,0.081961001,39,0.261512952,0.728087411,22.73352045,0.986809766,80.12054579,2,1.507389127,1,63.12555957,0.420981066,0.028062606,993.569483,52.28362979,6.091232913,1.788743171,Suburban,High,0.752370424,7.857863994,36.29693244,0.294625593,9.968542909,107,Moderate,9,8.919220828,543.4780835,0.023951429,None,2.198086661,1.304340251,Low,23.79159762,40,74.31855013,0.71209712,1.01370562,655.7278988,76.30620728,Yes,6.95620761,0.103657682,11.31868496,High,Brake Systems,174.0519594,None,2.238510344,4.379257375,510.6239095,High,942.4621912
Composite,0.732375307,7.360442053,87.38085264,20.1722392,49.95402133,Lathe_A,Setting_1,0.09061066,ISO_14001,Major,0.475934505,0.984316405,0.311595329,4.250573783,0.517772609,0.075702396,6.170395477,Basic,0.579246047,3.849974402,0.039100953,0.82800891,29.15905187,7.134180926,231.074864,0.098917301,0.936855956,Beginner,54.85094622,0.920387721,0.588865307,26.15658221,34.00505372,12859.12747,0.696070653,4.116064493,0.097424273,Solar,Night,0.020053838,12,0.078245689,0.64945831,23.15984179,0.923049131,57.00140462,1,0.778964752,2,64.21402343,0.797269649,0.05407204,396.3075298,124.2930365,11.37761602,3.51489666,Suburban,Low,0.653001103,4.958087705,3.6704048,0.61810744,48.48866449,402,Moderate,5,15.10557941,4553.681626,0.03601447,None,4.240287774,4.00833887,Medium,21.93411328,76,21.60385905,0.340502863,8.350530165,708.5332245,172.1880402,No,5.761508832,0.076823324,17.95233362,Low,Brake Systems,116.8800833,Basic,2.39816054,1.843610966,476.1208822,Low,783.7854057
Steel,0.886996233,15.5898166,118.3264121,32.37557256,62.39913147,CNC_1,Setting_2,0.034444254,None,None,0.068678828,0.954026517,0.310029637,8.904745769,0.977532952,0.027340876,2.218850025,Advanced,0.641414499,3.570145178,0.043805694,0.08426808,26.80809265,16.98523816,270.2329613,0.710564381,5.085951572,Intermediate,23.95515056,0.934097194,0.895241573,34.86178953,2.372716452,14995.64418,0.738788221,7.405905847,0.112135673,Grid Electricity,Night,0.069910498,38,0.087672469,0.894569149,16.3420769,0.920342424,62.15647331,1,1.191177734,0,55.58442459,1.658645282,0.024186449,890.1632184,78.88097319,10.16014493,6.075075636,Rural,High,0.067131449,14.56430333,15.3757424,0.953965344,13.44954341,67,Complex,6,26.88148714,4685.334151,0.039593153,Cardboard,4.378381591,3.949090214,Medium,24.29921872,99,1.458758694,0.753487198,8.833756565,717.7399089,52.87738973,Yes,8.092591801,0.269888409,15.04260152,Moderate,Suspension,186.5450602,Advanced,2.31944357,4.877632265,495.3250537,Low,950.4203313
Steel,0.870076156,10.81976309,93.43018895,26.33690585,64.34138246,Lathe_A,Setting_3,0.051044871,ISO_9001,Minor,0.013779382,0.899014107,0.548575504,11.59032884,0.779892101,0.084103479,2.202030793,Advanced,0.391250524,3.212797847,0.028127765,1.334088803,10.43115206,8.101835821,145.6266433,0.207916735,4.165980843,Expert,30.90164839,0.844914985,0.685121831,36.0112546,39.08043069,22776.49795,0.349285163,0.602944077,0.17255544,Solar,Night,0.028889358,10,0.11101035,0.90638414,5.09987098,0.910716251,74.30271019,2,1.792254465,3,33.54612392,0.662194818,0.013471232,292.5734237,49.05336223,5.752492414,8.110561022,Urban,High,0.715141338,16.31139349,47.46584416,0.427739827,36.86184592,244,Moderate,9,17.82834843,1411.733517,0.054176816,Metal,2.364685004,2.926693948,High,23.48393199,33,46.62324241,0.907878833,2.069014281,616.7070051,73.66445774,No,2.461669222,0.480486863,16.21272809,Moderate,Suspension,59.71631698,Advanced,3.631256371,0.578755604,364.9838025,Moderate,830.1104915
Steel,0.705838185,12.49127161,95.65375498,23.00401999,62.05073282,CNC_1,Setting_3,0.051244618,ISO_9001,None,0.860204244,0.911848426,1.422317693,9.620696523,0.825971959,0.034481922,4.485170772,Advanced,0.750636605,4.745750395,0.048040245,0.390540697,27.79085448,8.999938973,63.23623479,0.451221875,9.108197521,Intermediate,44.42721551,0.903178537,0.654476848,22.74528738,6.583686188,35317.56781,0.543804839,4.585501246,0.131133608,Grid Electricity,Day,0.018537193,44,0.201177802,0.746757957,13.09403764,0.948012747,51.56158782,1,1.790443424,3,78.88229298,1.311842182,0.048453724,246.4345215,93.7355915,8.582006393,7.509875058,Rural,Low,0.976189718,18.35222096,27.17055302,0.964022027,3.850571402,456,Complex,19,15.95933262,1947.329221,0.089317875,Cardboard,1.584503526,2.060785312,Medium,23.76204714,6,96.24171052,0.37201764,4.591045184,395.890364,85.46426937,Partial,7.089492246,0.249751867,15.85692374,Moderate,Chassis,74.09474615,None,2.989416862,1.443087348,436.0842776,High,870.0591336
Aluminum,0.802877961,14.61307156,82.89202854,20.73888196,66.5890645,Lathe_B,Setting_2,0.039008243,ISO_9001,Minor,0.865674261,0.903726646,0.820161808,7.932124388,0.607237568,0.013583682,3.418181145,Advanced,0.79432872,1.486303434,0.037310007,1.593246914,31.08724564,8.859623422,429.7241867,0.060400426,6.002936745,Intermediate,50.15952319,0.970515739,0.598924726,45.44059271,38.45104708,16613.94607,0.59524294,2.350736986,0.134753795,Hydro,Evening,0.091427659,25,0.077936689,0.94532996,1.006321972,0.969226365,85.02902076,2,0.109349851,5,62.45418727,1.871772305,0.053754665,661.7118659,150.1671003,8.935863553,6.742982407,Rural,Medium,0.82027667,8.94833749,14.49647677,0.057669796,25.0330894,202,Complex,18,7.632625716,582.6866784,0.025249498,None,2.916391746,3.717699273,Low,28.29703582,86,48.35669644,0.529421102,5.240084281,656.1466309,106.2612974,No,11.81795907,0.470499406,18.87607869,High,Suspension,70.65812973,None,2.165252955,2.68181749,640.9614547,Low,887.8494028
Composite,0.771053196,9.717375188,115.2858673,22.3370914,53.18422594,CNC_1,Setting_3,0.052047622,ISO_14001,None,0.178331293,0.908067275,1.137832608,5.790448781,0.78630286,0.053678344,5.568977031,None,0.393910545,4.616298935,0.030507245,1.983606764,24.17098637,6.407468555,140.2614555,0.267854089,5.028166442,Beginner,61.77186189,0.882005415,0.79474938,18.47070632,28.71118546,18152.42945,0.394649027,1.841759844,0.05031543,Grid Electricity,Night,0.091599532,41,0.110205354,0.940971174,20.52237152,0.969644989,93.49424898,2,0.321185541,2,94.59880241,0.345713663,0.028865293,306.6360282,181.3751815,4.376828204,1.008610611,Rural,High,0.512980668,13.60165201,14.81601085,0.692111441,13.0741507,438,Complex,4,1.811746388,2550.975903,0.048112905,Plastic,3.886896529,0.835616255,Medium,19.07016281,6,69.40591566,0.298689706,9.247278863,693.9574585,6.86163602,Yes,3.686474617,0.015919647,16.94545447,Low,Suspension,194.9363142,Basic,2.043547473,1.692498478,417.4810393,High,942.9522557
Composite,0.815167146,13.65262584,118.160083,23.07254269,48.85085062,CNC_1,Setting_3,0.102661436,ISO_14001,Major,0.015279896,0.87215224,1.833684782,11.05017558,0.858209075,0.030648666,3.965075284,None,0.118490718,0.494104139,0.029579949,0.301660676,20.2721521,17.75158961,31.33334056,0.308997006,0.719503608,Intermediate,90.45795987,0.843383107,0.75439474,10.66216829,38.61010055,9274.62427,0.44194867,7.576891271,1.22E-05,Solar,Day,0.093793488,14,0.176785219,0.875337593,16.33019972,0.932336627,85.40678116,2,1.314112741,2,75.25231833,0.670991472,0.04551643,480.1206519,127.4149645,6.344462594,1.404189086,Suburban,High,0.369674738,19.22096782,20.2451444,0.285985317,1.560713245,201,Complex,10,26.80160293,4796.312927,0.021919222,Plastic,4.791077857,3.499256227,Medium,25.26315141,61,66.38752444,0.093285336,2.848755969,643.2714685,350.6090366,Partial,4.580768521,0.351560408,6.245010608,Moderate,Brake Systems,111.7686003,Moderate,3.372068554,4.480945048,761.2378884,High,912.7243999
Composite,0.803070722,10.95124014,104.3944778,29.17130692,50.58086531,Lathe_B,Setting_1,0.025529525,ISO_9001,Major,0.881590462,0.965124491,0.290197936,5.343260796,0.789388088,0.022877884,7.151329706,Basic,0.9834176,4.344900685,0.008752921,1.574705148,28.16201566,17.63582487,65.36280772,0.260794769,3.860604598,Beginner,28.91754758,0.856061729,0.972242982,21.27161853,10.62191957,44714.55553,0.695636631,8.686731087,0.175557139,Hydro,Day,0.090937958,23,0.097665624,0.784436644,10.59256782,0.937157774,86.43946584,2,1.648755347,0,60.04025487,1.905806629,0.058739409,455.6822203,196.255607,6.983011857,6.761255995,Urban,Low,0.827485694,6.739158288,4.63373327,0.880964835,35.5864479,453,Simple,4,2.818207658,4712.910233,0.085456355,Cardboard,1.687625945,4.971023791,High,13.16208885,22,26.59411815,0.885415882,6.394042809,575.1027823,32.10953418,Partial,10.33301107,0.056610361,9.900249325,Low,Brake Systems,199.5742305,Basic,1.294065316,3.68077938,695.4860202,Low,795.810083
Composite,0.735844038,7.829916975,114.8602172,23.29108103,63.7600467,CNC_1,Setting_1,0.003446074,ISO_9001,None,0.580235307,0.990151286,1.228018272,7.327919772,0.805544942,0.010326571,3.171716561,None,0.577744376,3.005540391,0.029230281,1.084000846,39.70009747,7.454314383,191.3475522,0.295867426,4.182773982,Beginner,23.57410309,0.96459119,0.765924855,25.17913683,31.18523422,37036.38993,0.793206801,9.480196044,0.116123342,Grid Electricity,Evening,0.076758138,33,0.232883397,0.82034007,0.338834898,0.990660639,91.69920607,3,1.773064144,5,74.05698093,0.671131189,0.07853613,357.1679234,123.7775298,8.616036835,6.619507412,Rural,Medium,0.617269251,7.651722931,32.35142965,0.410041815,40.56187726,49,Moderate,9,7.800168359,2571.233846,0.060051875,Plastic,1.393717154,3.624362526,Low,23.67371688,51,58.07339389,0.504852163,9.951385636,701.6453702,236.9845102,No,2.125345193,0.376714624,18.19903222,Low,Brake Systems,124.7108785,Basic,1.81840658,3.456785725,615.9753099,Low,981.9178006
Composite,0.771437383,13.36260268,119.716941,26.45175493,49.27802268,CNC_1,Setting_3,0.082291417,ISO_14001,Major,0.21254191,0.959601583,0.783608463,7.301307919,0.972805226,0.052546734,1.235859648,Advanced,0.512473229,4.72543648,0.047620079,1.472543633,47.0315692,5.290944789,102.9679897,0.586280268,4.296592584,Beginner,21.21799569,0.856204992,0.776966613,46.61761548,49.45828795,14950.27444,0.91810319,1.150680488,0.147665115,Grid Electricity,Night,0.063802416,9,0.228270699,0.738173698,19.31915007,0.955492705,72.66276668,1,1.839526447,1,34.21536835,1.329941236,0.008789981,671.5880294,14.49199959,10.75901981,0.450050451,Rural,High,0.554711894,6.86963636,32.69083794,0.666147928,47.2947576,110,Moderate,5,19.96750569,1891.531886,0.063982308,Metal,1.115119613,3.820831984,Low,16.72834719,67,10.86069046,0.598947514,7.567682345,990.6139822,62.73625131,Yes,7.354467982,0.49718354,12.60339159,High,Brake Systems,122.6287611,None,2.701230188,3.365301702,356.650773,High,910.8951531
Steel,0.786384848,7.974661137,140.3150405,20.85425561,46.14800078,CNC_1,Setting_3,0.101536874,ISO_14001,None,0.596364468,0.909643575,1.203346445,6.072814648,0.676375499,0.052807609,6.593536055,Advanced,0.045228253,4.318350125,0.012107806,1.662938198,14.08004178,9.169886477,361.9596815,0.735128244,7.221736508,Intermediate,80.49729394,0.861796928,0.642287405,34.02538667,17.9407236,48054.08807,0.653757619,5.842902038,0.104367416,Hydro,Day,0.072064412,15,0.158891989,0.822995981,13.474989,0.974932413,85.60956027,2,1.633169123,1,96.9161249,1.429138207,5.61E-05,993.9716363,147.997637,11.73094323,2.401374019,Urban,Low,0.897202205,12.73099999,8.598501576,0.283720314,5.384183573,196,Complex,13,9.929464389,620.6496234,0.067150671,Metal,1.709749872,3.912389698,Low,26.42536042,6,83.58418361,0.050724089,2.970867503,654.0571261,297.4234204,Yes,1.092002129,0.108354701,18.73002786,High,Chassis,71.60828258,None,3.378937032,4.627376565,380.6133978,Moderate,1164.990369
Aluminum,0.776807554,6.353393586,46.73549148,29.92262806,64.88288496,Lathe_A,Setting_1,0.01647811,None,Major,0.21601338,0.92201307,1.211108179,10.74293391,0.828684178,0.08214071,3.267546813,None,0.046862753,4.7250129,0.027718425,0.929712738,38.4846427,6.024013261,177.2949744,0.105586809,2.771219493,Beginner,9.676782601,0.812081955,0.551373557,11.19432226,35.82576689,23669.26639,0.132503113,2.050519663,0.123544799,Grid Electricity,Day,0.057413952,48,0.119029471,0.857258573,21.80415414,0.963822609,80.5335117,1,0.223476611,3,86.37372222,1.649409887,0.072493,235.7753293,14.66289525,9.575448541,6.614034096,Suburban,High,0.894004754,19.90920143,29.91685365,0.75219238,5.997015268,369,Complex,10,1.987742533,1452.690965,0.092329994,Metal,4.737185856,3.816460473,High,23.19217138,8,15.36253008,0.828508803,1.509053492,533.0431553,348.6436095,Partial,2.868219325,0.013511674,5.895462141,Low,Brake Systems,67.68054894,Basic,2.875504938,4.13627189,475.8309818,High,603.977455
Composite,0.870283526,12.57110253,68.31277391,26.12368581,40.02512685,Milling_A,Setting_1,0.04599313,ISO_9001,Major,0.544092204,0.866353722,0.965879759,7.929903588,0.610314178,0.03386909,9.598155551,None,0.870031583,4.449958595,0.022137453,1.573334185,46.37839496,12.60969125,299.543283,0.865065949,1.014154797,Beginner,15.28666956,0.923499334,0.580983943,17.06293076,24.47927391,6715.596392,0.250236462,2.447411573,0.011724287,Wind,Night,0.01561943,23,0.106024008,0.933338704,17.02400207,0.923916505,98.93502989,2,1.155621674,2,99.62573731,0.918011475,0.060927202,863.4684335,116.4460168,2.392089544,2.581252633,Urban,High,0.864036591,3.724101099,34.19029294,0.2154065,6.440679208,498,Simple,4,6.369466417,1979.007834,0.090613533,Cardboard,4.551291666,3.925483942,High,27.72934532,1,38.95458035,0.233587483,7.014399749,782.3918021,251.876563,Yes,4.476403428,0.11313206,11.77499975,High,Suspension,103.689862,Basic,1.791191739,2.37479173,443.2854505,Moderate,763.5092675
Steel,0.925219958,13.69520593,86.95050011,26.27072433,50.59936671,CNC_1,Setting_1,0.010264774,ISO_14001,Major,0.29223596,0.854534267,0.830943083,1.48198522,0.642218046,0.089987405,9.423957972,Basic,0.63300266,0.097085868,0.034348006,1.680898154,22.4061626,12.69124971,25.08156745,0.043354969,3.04174641,Expert,57.45282717,0.909416956,0.79912515,30.17662255,28.3764795,49357.25078,0.353518766,5.920856317,0.144493376,Grid Electricity,Night,0.016141125,25,0.219600648,0.738406617,13.56133219,0.916448642,62.07413798,2,1.092873687,1,21.20114707,1.544508934,0.079016539,935.5788123,182.3631925,1.40361462,6.59585392,Suburban,Medium,0.988538672,4.568717439,22.87062401,0.433109852,35.93511124,439,Simple,7,26.02175879,2801.360485,0.072897737,Plastic,1.36520379,4.311444905,Medium,23.25069912,55,2.00177545,0.431831773,5.516809444,780.3296272,79.58271744,Partial,8.493532001,0.404114807,3.159965897,Moderate,Suspension,132.9387253,Moderate,3.171970063,3.54408051,638.5813259,Moderate,702.114968
Steel,0.876953635,10.80149797,73.88696754,22.06251767,47.78601501,Milling_A,Setting_1,0.026053106,ISO_14001,None,0.768802422,0.950825197,1.18687557,9.551644974,0.817244093,0.012756957,6.864372688,Advanced,0.245447994,2.020307763,0.023396337,0.893449547,49.05766531,7.786761835,467.9749186,0.427611345,3.907226306,Intermediate,67.2324266,0.852948965,0.913635208,12.72127604,49.07224614,13959.91647,0.124553187,9.679777018,0.037925977,Hydro,Evening,0.061209797,39,0.266580327,0.68312804,9.881797439,0.920082708,59.87100332,1,0.220313894,1,66.91849301,0.983044957,0.083846227,427.6845825,47.31193102,1.40045588,1.245533606,Rural,Low,0.115423621,1.460565308,15.94505541,0.736647921,32.81039287,144,Complex,10,20.5157445,4224.171796,0.091924643,Plastic,2.343802619,2.895754911,Medium,23.11274416,94,4.224985206,0.937478954,4.316868434,302.883431,44.4152302,No,1.075233747,0.225553821,5.18547892,High,Brake Systems,65.99888483,None,3.295184817,0.233846335,491.9006913,High,834.3882905
Aluminum,0.745198022,10.94438321,104.3461312,25.17028742,42.59337228,Lathe_B,Setting_1,0.023682707,ISO_14001,Minor,0.124059391,0.900141625,0.27844136,7.847328604,0.662761931,0.073293458,1.916743176,Advanced,0.432809717,1.381904933,0.046946031,0.159336614,40.19270488,4.767980023,183.4496072,0.389024158,7.080564998,Beginner,86.59621062,0.963360298,0.718522387,38.7082062,9.883040352,30299.16151,0.431125984,3.750998432,0.063420005,Solar,Night,0.053688273,16,0.131412125,0.880147592,8.955368123,0.984231948,58.91016639,3,0.033602257,0,13.29467683,1.562163096,0.04166813,926.4298365,38.32393179,11.63984201,8.527970223,Suburban,Low,0.623668408,15.76362127,35.22788766,0.678022175,20.10714049,241,Complex,18,3.595820777,1487.719966,0.062839042,None,3.700552625,4.519666162,Low,28.95706282,38,70.55184169,0.483524658,5.747141361,295.0537851,267.2015469,No,6.243461228,0.046252097,13.9656344,Moderate,Suspension,71.28109893,Moderate,3.832075059,3.105310006,440.1764044,Low,913.6140386
Steel,0.914129363,8.851380531,86.14377761,25.84389547,44.26049078,Milling_A,Setting_3,0.040319898,ISO_14001,Minor,0.625317191,0.950202875,0.658574044,7.903877923,0.922447501,0.086992801,3.086681818,Basic,0.136032151,4.844680075,0.026169528,1.560455055,38.79458134,18.37143767,336.1450089,0.442563494,3.061184709,Beginner,25.88862761,0.939176144,0.827385378,25.35726206,14.2393509,46206.31576,0.555560102,7.62621833,0.170847307,Wind,Day,0.050977607,32,0.048508062,0.893110403,9.848882279,0.979603032,59.12727897,2,1.37050925,2,83.68159958,1.878993765,0.03123613,191.4734351,85.80867776,6.603093721,8.04374224,Suburban,High,0.344319772,12.86451372,18.70892838,0.440637701,24.54722145,218,Simple,2,20.76641104,3565.186557,0.022692506,Metal,3.395037053,2.91015791,Low,12.64682719,60,13.79945006,0.427441423,5.15403966,925.0733222,430.0735557,Partial,3.704221282,0.468579169,7.105617359,Moderate,Brake Systems,151.103741,None,2.469104571,2.957612572,729.5717442,Moderate,816.2240431
